2025 NEW Helm Creek Transects,,,,,,,,,,,,,,,,type,forb,forb,forb,forb,forb,forb,forb/Lycopod,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,forb,graminoid (non-native),graminoid,graminoid,graminoid,graminoid,graminoid,graminoid-sedge,graminoid-sedge,graminoid-sedge,graminoid - sedge,graminoid-sedge,graminoid-rush,graminoid-rush,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte-liverwort,bryophyte-liverwort,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,bryophyte,woody deciduous,woody deciduous shrub,woody evergreen shrub,woody evergreen shrub,woody evergreen shrub,woody evergreen shrub,woody evergreen shrub,woody evergreen,deciduous shrub,deciduous shrub,deciduous shrub,conifer,conifer,woody deciduous,ground,ground,ground,ground,ground,ground,ground,fungus
19-Jul,"SJ, TM (Bryos)","PE, AD, TM (Bryos)",,near,0,1738,2,8,17,HC,33,3,HC-33,23,63,,5,,5,,,,5,,1,,,,20,,,,5,,,,,,,0.5,,,,1,,,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0.5,,,,5,,
19-Jul,"SJ, TM (Bryos)","PE, AD, TM (Bryos)",,near,0,1738,2,8,17,HC,33,4,HC-33,24,64,,1,,1,,,,1,,0.5,,0.5,,25,,,,1,,,,,,,5,,,,0.5,,,1,,,1,,,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,0.5,,,,0.5,,,1,,,,,,,,,50,5,,,,,,
19-Jul,"SJ, TM (Bryos)","PE, AD, TM (Bryos)",,near,0,1738,2,8,17,HC,33,5,HC-33,25,65,,0.5,,0.5,,0.5,,1,,1,,,,25,,,,,,,,,,,0.5,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,0.5,,,,,,,,,50,0.5,,,,,,
19-Jul,"SJ, TM (Bryos)","PE, AD, TM (Bryos)",,near,0,1738,2,8,17,HC,33,6,HC-33,26,66,,,,,,,,1,,1,,,,10,,,,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,,0.5,,,,,,,,,15,,,,5,,,
19-Jul,"SJ, TM (Bryos)","PE, AD, TM (Bryos)",,near,0,1738,2,8,17,HC,33,7,HC-33,27,67,,,,,,,,0.5,,5,,,,5,,,,,,,,,,,1,,,,,,,0.5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,,,1,,,,,,,,,40,1,,,,,,
19-Jul,"SJ, TM (Bryos)","PE, AD, TM (Bryos)",,near,0,1738,2,8,17,HC,33,8,HC-33,28,68,,,,,,,,,,0.5,,0.5,,5,,,,0.5,,,,,,,1,,,,,,,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,10,,,10,,,,,,,,,25,1,,,,,,
19-Jul,"SJ, TM (Bryos)","PE, AD, TM (Bryos)",,near,0,1738,2,8,17,HC,33,9,HC-33,29,69,,,,,,,,,,1,,0.5,,10,,,,0.5,,,,,,,,,,,,,,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,1,10,,,5,,,,,,,,,50,,,,,,,
19-Jul,"SJ, TM (Bryos)","PE, AD, TM (Bryos)",,near,0,1738,2,8,17,HC,33,10,HC-33,30,70,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,0.5,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,,20,,,,,,,
19-Jul,KC,"TM, KC",abilas: 1 seedling/ Brachythecium sample/ Green tufts sampel,far,1,1738,2,8,17,HC,34,1,HC-34,61,71,,,,,0.5,,0.5,40,,1,,0.5,,10,,,,1,,,,,,,,1,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,40,,1,25,,,,,,0.5,,,,1,,,,,,
19-Jul,KC,"TM, KC",leafy liverwort sample,far,1,1738,2,8,17,HC,34,2,HC-34,62,72,,0.5,,0.5,0.5,,0.5,50,5,1,,0.5,,5,,,,5,,,,,,,0.5,0.5,,,1,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,0.5,,,1,35,,0.5,15,,,,,,,,,,,,,0.5,,,
19-Jul,KC,"TM, KC",abilas: 1 seedling/ ceratocranum sample,far,1,1738,2,8,17,HC,34,3,HC-34,63,73,,0.5,,0.5,,,,25,,0.5,,0.5,,5,,,,0.5,,,,,,,0.5,0.5,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,5,25,,,15,,,,,,0.5,,,,1,,,,,,
19-Jul,KC,"TM, KC",Brachythecium sample,far,1,1738,2,8,17,HC,34,4,HC-34,64,74,,,,,,,,50,,,,0.5,,5,,,,,,,,,,,0.5,0.5,,,0.5,,,0.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,5,20,,,5,,,,,,,,,,1,,,0.5,,,
19-Jul,KC,"TM, KC",abilas: 1 seedling,far,1,1738,2,8,17,HC,34,5,HC-34,65,75,,,,,,,,30,,1,,0.5,,10,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,0.5,,,,0.5,,,1,30,,,5,,,,,,0.5,,,,1,,,0.5,1,,
19-Jul,KC,"TM, KC",Ceratocranum with sporophyte sample/ leafy liverwort sample,far,1,1738,2,8,17,HC,34,6,HC-34,66,76,,0.5,,0.5,,,,,,0.5,,0.5,,20,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,5,,,,0.5,,,,25,,,25,,,,,,,,,,,,,5,10,,
19-Jul,KC,"TM, KC",abilas: 2 seedlings,far,1,1738,2,8,17,HC,34,7,HC-34,67,77,,,,,,,,,,5,,,,25,,,,0.5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,0.5,,,0.5,,,,30,,,15,,,,,,0.5,,,,1,,,25,,30,
19-Jul,KC,"TM, KC",,far,1,1738,2,8,17,HC,34,8,HC-34,68,78,,0.5,,0.5,,,,,,5,,,,20,,,,0.5,,,,,,,1,,,,0.5,,,,,,0.5,,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,0.5,,,,55,,,5,,,,,,,,,,1,1,,1,5,,
19-Jul,KC,"TM, KC",abilas: 1 seedling,far,1,1738,2,8,17,HC,34,9,HC-34,69,79,,,,,,,,,0.5,5,,0.5,,20,,,,0.5,,,,,,,0.5,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,1,,,,,,,,50,,,1,,,,,,0.5,,,,1,,,0.5,1,,
19-Jul,KC,"TM, KC",abilas: 2 seedlings,far,1,1738,2,8,17,HC,34,10,HC-34,70,80,,,,,1,,,10,0.5,1,,0.5,,15,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,0.5,,,,50,,,1,,,,,,0.5,,,,5,,,0.5,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)","abilas: 1 sapling outisde/ Ceratodon (""green tuft?): sample",near,2,1738,5,90,17,HC,33.5,1,HC-P-33.5,101,81,,0.5,,0.5,,,1,5,,1,,0.5,,40,,,,1,,,,,5,,0.5,,,,1,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,,0.5,15,,,,,,1,,,,5,,,5,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",abilas: 1 sapling,near,2,1738,5,90,17,HC,33.5,2,HC-P-33.5,102,82,,0.5,,0.5,,,1,5,,1,,1,,15,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,15,,1,15,,,,,,30,,,,,,,5,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)","abilas: 1 sapling, 2 seedlings/ crust: some lichen / Lichen: foliose",near,2,1738,5,90,17,HC,33.5,3,HC-P-33.5,103,83,,0.5,,0.5,,,,,,1,,0.5,,65,,,,5,,,,,,,0.5,5,,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,0.5,40,,,,,,20,,,,,,,0.5,,5,
19-Jul,SW,"NH, SW (TM for moss confirmation)","crust: little lichen/ Lichen: foliose / Ceratodon (""green tuft?): sample / ceratodon sample",near,2,1738,5,90,17,HC,33.5,4,HC-P-33.5,104,84,,0.5,,0.5,,,,1,,0.5,,,,10,,,,10,,,,,,,0.5,,,,5,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,10,,10,40,,,,,,,,,,,,,,,10,
19-Jul,SW,"NH, SW (TM for moss confirmation)",crust:  little lichen/ Lichen: foliose/ pointy (spiky) hat  sample/ cerato cranum sample/ dicranum sample,near,2,1738,5,90,17,HC,33.5,5,HC-P-33.5,105,85,,1,,1,,,,10,,0.5,0.5,,,15,,,,5,,,,,,,0.5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,30,,0.5,60,,,,,,,,,,10,,,,,5,
19-Jul,SW,"NH, SW (TM for moss confirmation)",abilas: sapling outside/ crust: some lichen,far,3,1738,5,90,17,HC,34.5,1,HC-P-34.5,106,86,,1,,1,,,0.5,15,,0.5,,0.5,,15,,,,,,,,,,0.5,,15,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,,,25,,,,,,0.5,,,,10,,,,,5,
19-Jul,SW,"NH, SW (TM for moss confirmation)",abilas: 2 seedlings,far,3,1738,5,90,17,HC,34.5,2,HC-P-34.5,107,87,,1,,1,,0.5,1,15,,0.5,,0.5,,30,,,,1,,,,,0.5,0.5,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,,,10,,,,,,0.5,,,,5,,,,5,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",,far,3,1738,5,90,17,HC,34.5,3,HC-P-34.5,108,88,,0.5,,0.5,,,0.5,10,,0.5,,0.5,,5,,,,5,,,,,1,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,,,5,,,,,,,,,,10,,,,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",lichen: antler,far,3,1738,5,90,17,HC,34.5,4,HC-P-34.5,109,89,,,,,,,1,15,,0.5,,,,10,,,,1,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,40,,0.5,1,,,,,,,,,,5,,,15,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",Vahatr sample taken / Lichen: foliose,far,3,1738,5,90,17,HC,34.5,5,HC-P-34.5,110,90,,0.5,,0.5,,0.5,,1,,1,,0.5,,15,,,,0.5,,,,,0.5,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,15,,,,,,,,,,10,,,1,5,,
19-Jul,SJ,"TM, SJ (beginning)",,near,0,1726,3,9,18,HC,35,1,HC-35,31,91,,,,,,,,1,,0.5,,,,10,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,5,,,10,,,,,,,,,50,10,,,,,,
19-Jul,SJ,"TM, SJ (beginning)",Andrea spp. sample/ rock moss sample,near,0,1726,3,9,18,HC,35,2,HC-35,32,92,,,,,,,,1,,,,,,10,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,1,,0.5,,0.5,,,,,10,5,,,10,,,,,,,,,10,25,20,,0.5,1,,
19-Jul,SJ,"TM, SJ (beginning)",,near,0,1726,3,9,18,HC,35,3,HC-35,33,93,,,,,,,,20,,0.5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,1,1,,1,10,,,,,,,,,5,25,5,,,0.5,0.5,
19-Jul,SJ,"TM, SJ (beginning)",,near,0,1726,3,9,18,HC,35,4,HC-35,34,94,,,,,,,,15,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,1,,,,,,,0.5,5,,1,15,,,,,,,,,5,10,,,0.5,0.5,,
19-Jul,SJ,"TM, SJ (beginning)",,near,0,1726,3,9,18,HC,35,5,HC-35,35,95,,,,,,,,15,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,,,5,,,15,,,,,,,,,10,15,,,0.5,5,,
19-Jul,SJ,"TM, SJ (beginning)",,near,0,1726,3,9,18,HC,35,6,HC-35,36,96,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.5,,1,,,,,,,1,5,,,10,,,,,,,,,,45,,,0.5,10,,
19-Jul,SJ,"TM, SJ (beginning)",,near,0,1726,3,9,18,HC,35,7,HC-35,37,97,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,5,,,,,,,5,10,,,15,,,,,,,,,,40,,,0.5,20,,
19-Jul,SJ,"TM, SJ (beginning)",,near,0,1726,3,9,18,HC,35,8,HC-35,38,98,,,,,,,,10,,0.5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.5,,,,,,,,5,10,,,15,,,,,,,,,,45,,,0.5,10,,
19-Jul,SJ,"TM, SJ (beginning)",,near,0,1726,3,9,18,HC,35,9,HC-35,39,99,,,,,,,,5,,0.5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,5,5,,,10,,,,,,,,,,40,20,,0.5,5,,
19-Jul,SJ,"TM, SJ (beginning)",,near,0,1726,3,9,18,HC,35,10,HC-35,40,100,,,,,,,,5,,0.5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,1,5,,,5,,,,,,,,,,25,,,1,20,,
19-Jul,"KC, PE, AD"," PE, AD, KC (beginning)",,far,1,1726,3,9,18,HC,36,1,HC-36,71,101,,,,,,,,15,,1,,0.5,,10,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,30,,,,,,,,,,10,,,0.5,,,
19-Jul,"KC, PE, AD"," PE, AD, KC (beginning)",,far,1,1726,3,9,18,HC,36,2,HC-36,72,102,,,,,,,,20,,1,,0.5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,0.5,1,,,,,,,,55,,,55,,,,,,,,,,5,,,,,,
19-Jul,"KC, PE, AD"," PE, AD, KC (beginning)",,far,1,1726,3,9,18,HC,36,3,HC-36,73,103,,,,,,,,30,,1,,0.5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,,,,,,,,30,,,30,,,,,,,,,,5,,,,10,,
19-Jul,"KC, PE, AD"," PE, AD, KC (beginning)",,far,1,1726,3,9,18,HC,36,4,HC-36,74,104,,,,,,,,20,,1,,,,5,1,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,,,40,,,40,,,,,,,,,,10,,,,1,,
19-Jul,"KC, PE, AD"," PE, AD, KC (beginning)",,far,1,1726,3,9,18,HC,36,5,HC-36,75,105,,,,,,,,10,,1,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,50,,,50,,,,,,,,,,1,,,,,,
19-Jul,"KC, PE, AD"," PE, AD, KC (beginning)",dicranum sample,far,1,1726,3,9,18,HC,36,6,HC-36,76,106,,,,,,,,15,,0.5,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.5,5,,,,,,,0.5,30,,,30,,,,,,,,,,10,,,0.5,5,,
19-Jul,"KC, PE, AD"," PE, AD, KC (beginning)","""acer-like  spp,"": 1 seedling",far,1,1726,3,9,18,HC,36,7,HC-36,77,107,,,,,,,,25,,0.5,,,,10,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,,,,,,,10,10,,,10,,,,,,,,0.5,,5,,,1,15,,
19-Jul,"KC, PE, AD"," PE, AD, KC (beginning)",,far,1,1726,3,9,18,HC,36,8,HC-36,78,108,,,,,,,,25,,1,,,,15,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,5,10,,,10,,,,,,,,,,5,,,0.5,5,,
19-Jul,"KC, PE, AD"," PE, AD, KC (beginning)",,far,1,1726,3,9,18,HC,36,9,HC-36,79,109,,,,,,,,20,,1,,,,5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,35,,,35,,,,,,,,,,15,,,0.5,0.5,,
19-Jul,"KC, PE, AD","PE, AD, KC (beginning)",,far,1,1726,3,9,18,HC,36,10,HC-36,80,110,,,,,,,,25,,1,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,1,,,,,,,,15,,,15,,,,,,,,,,,,,0.5,10,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",rock: sparse lichen / exobasidium fungus on cassiope/ Rock moss sample (not found on rock),near,2,1726,0,90,18,HC,35.5,1,HC-P-35.5,111,111,,,,,,,,,,0.5,,0.5,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,10,15,,,20,,,,,,,,,1,10,,75,,,,present
19-Jul,SW,"NH, SW (TM for moss confirmation)",,near,2,1726,0,90,18,HC,35.5,2,HC-P-35.5,112,112,,,,,,,,5,,0.5,,,,25,,,,,,,,,,,,,,,,,,0.5,,,,5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,,0.5,70,,,,,,,,,,10,10,,,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",,near,2,1726,0,90,18,HC,35.5,3,HC-P-35.5,113,113,,,,,,,,10,,1,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,5,40,,,40,,,,,,,,,,10,,,,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",,near,2,1726,0,90,18,HC,35.5,4,HC-P-35.5,114,114,,,,,,,,10,,0.5,,0.5,,15,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,45,,,50,,,,,,,,,,15,,,,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",spiky (pointy) hat moss sample,near,2,1726,0,90,18,HC,35.5,5,HC-P-35.5,115,115,,,,,,,,10,,1,,,,15,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,1,20,,,60,,,,,,,,,,10,,,,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",rock: some lichen,far,3,1726,0,90,18,HC,36.5,1,HC-P-36.5,116,116,,,,,,,,10,,1,,,,10,1,,,,,,,,,,,,,1,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,20,,,35,,,,,,,,,,5,,40,,,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",rock: some lichen,far,3,1726,0,90,18,HC,36.5,2,HC-P-36.5,117,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,5,,,,,,,,,30,,,45,,5,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",rock: some lichen,far,3,1726,0,90,18,HC,36.5,3,HC-P-36.5,118,118,,,,,,,,10,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,,,35,,,,,,,,,10,10,,30,,10,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",,far,3,1726,0,90,18,HC,36.5,4,HC-P-36.5,119,119,,,,,,,,15,,,,,,5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,25,,,,,,,,,,,5,,,10,,
19-Jul,SW,"NH, SW (TM for moss confirmation)",,far,3,1726,0,90,18,HC,36.5,5,HC-P-36.5,120,120,,,,,,,,25,,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,40,,,30,,,,,,,,,,10,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,sum,16,0,16,2,1.5,7,1299.5,6,81.5,0.5,61.5,0,1354.5,184.5,0,0,60,0,0,0,0,7.5,1,16,27.5,0,2,38,0,0,58,0,0,146.5,69,0,2,1,11.5,13.5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,142.5,0.5,1,15,22,72.5,8.5,11.5,1.5,5,6,0,817.5,2515.5,0,93.5,2541,0,0,0,0,0,130.5,1,0.5,807,1390,134,190,103.5,283,112.5,0
